timestamp,fridge,ac,lights,microwave,total_power
2023-01-04 17:00:00,86,0,0,0,86
2023-01-04 18:00:00,89,0,44,0,133
2023-01-04 19:00:00,98,1277,70,0,1445
2023-01-04 20:00:00,115,1769,67,0,1951
2023-01-04 21:00:00,57,0,44,0,101
2023-01-04 22:00:00,64,0,22,0,86
2023-01-04 23:00:00,109,0,23,957,1089
2023-01-05 00:00:00,100,0,79,0,179
2023-01-05 01:00:00,186,0,72,0,258
2023-01-05 02:00:00,91,0,34,0,125
2023-01-05 03:00:00,51,0,99,0,150
2023-01-05 04:00:00,122,0,72,0,194
2023-01-05 05:00:00,0,0,24,0,24
2023-01-05 06:00:00,102,1556,54,0,1712
2023-01-05 07:00:00,87,0,0,0,87
2023-01-05 08:00:00,185,0,0,0,185
2023-01-05 09:00:00,184,0,0,0,184
2023-01-05 10:00:00,165,0,95,0,260
2023-01-05 11:00:00,103,0,0,0,103
2023-01-05 12:00:00,0,0,0,0,0
2023-01-05 13:00:00,192,0,0,0,192
2023-01-05 14:00:00,152,0,53,0,205
2023-01-05 15:00:00,125,0,0,0,125
2023-01-05 16:00:00,64,0,0,0,64
2023-01-05 17:00:00,0,0,0,0,0
2023-01-05 18:00:00,115,0,85,0,200
2023-01-05 19:00:00,112,0,24,0,136
2023-01-05 20:00:00,0,0,88,0,88
2023-01-05 21:00:00,0,0,53,0,53
2023-01-05 22:00:00,157,0,28,1176,1361
2023-01-05 23:00:00,0,0,55,0,55
2023-01-06 00:00:00,60,0,29,0,89
2023-01-06 01:00:00,0,1592,85,0,1677
2023-01-06 02:00:00,156,0,27,0,183
2023-01-06 03:00:00,179,0,96,0,275
2023-01-06 04:00:00,95,0,64,0,159
2023-01-06 05:00:00,182,0,55,0,237
2023-01-06 06:00:00,185,0,43,0,228
2023-01-06 07:00:00,0,0,48,0,48
2023-01-06 08:00:00,89,0,0,0,89
2023-01-06 09:00:00,54,0,0,0,54
2023-01-06 10:00:00,195,1677,0,823,2695
2023-01-06 11:00:00,0,0,0,0,0
2023-01-06 12:00:00,0,0,0,0,0
2023-01-06 13:00:00,0,0,0,0,0
2023-01-06 14:00:00,0,0,0,1197,1197
2023-01-06 15:00:00,85,0,0,0,85
2023-01-06 16:00:00,149,0,0,863,1012
2023-01-06 17:00:00,0,0,0,0,0
2023-01-06 18:00:00,178,0,64,0,242
2023-01-06 19:00:00,173,0,39,0,212
2023-01-06 20:00:00,0,0,45,0,45
2023-01-06 21:00:00,158,2408,55,0,2621
2023-01-06 22:00:00,153,0,43,0,196
2023-01-06 23:00:00,144,0,93,1049,1286
2023-01-07 00:00:00,167,0,99,0,266
2023-01-07 01:00:00,0,1410,0,0,1410
2023-01-07 02:00:00,0,1795,94,0,1889
2023-01-07 03:00:00,159,0,21,0,180
2023-01-07 04:00:00,173,0,0,0,173
2023-01-07 05:00:00,134,0,0,0,134
2023-01-07 06:00:00,91,0,70,0,161
2023-01-07 07:00:00,76,0,24,0,100
2023-01-07 08:00:00,128,0,0,0,128
2023-01-07 09:00:00,94,0,0,0,94
2023-01-07 10:00:00,0,0,0,964,964
2023-01-07 11:00:00,68,0,0,901,969
2023-01-07 12:00:00,84,0,0,0,84
2023-01-07 13:00:00,151,0,0,0,151
2023-01-07 14:00:00,0,0,0,0,0
2023-01-07 15:00:00,150,0,0,0,150
2023-01-07 16:00:00,91,0,0,0,91
2023-01-07 17:00:00,0,0,39,0,39
2023-01-07 18:00:00,0,0,65,0,65
2023-01-07 19:00:00,0,0,38,0,38
2023-01-07 20:00:00,92,0,43,0,135
2023-01-07 21:00:00,147,0,54,0,201
2023-01-07 22:00:00,127,0,82,0,209
2023-01-07 23:00:00,170,0,34,0,204
2023-01-08 00:00:00,166,0,72,0,238
2023-01-08 01:00:00,180,0,73,0,253
2023-01-08 02:00:00,0,0,21,0,21
2023-01-08 03:00:00,121,0,53,0,174
2023-01-08 04:00:00,189,0,0,0,189
2023-01-08 05:00:00,157,1109,44,0,1310
2023-01-08 06:00:00,0,0,38,0,38
2023-01-08 07:00:00,0,0,0,0,0
2023-01-08 08:00:00,140,0,0,0,140
2023-01-08 09:00:00,57,0,0,0,57
2023-01-08 10:00:00,98,1716,0,0,1814
2023-01-08 11:00:00,186,0,0,0,186
2023-01-08 12:00:00,112,1919,0,0,2031
2023-01-08 13:00:00,0,2440,0,0,2440
2023-01-08 14:00:00,162,0,0,0,162
2023-01-08 15:00:00,0,0,0,0,0
2023-01-08 16:00:00,196,0,0,0,196
2023-01-08 17:00:00,181,0,0,0,181
2023-01-08 18:00:00,82,0,24,0,106
2023-01-08 19:00:00,93,0,43,0,136
2023-01-08 20:00:00,0,0,84,0,84
2023-01-08 21:00:00,192,0,83,0,275
2023-01-08 22:00:00,0,0,87,0,87
2023-01-08 23:00:00,0,0,59,0,59
2023-01-09 00:00:00,0,1234,33,0,1267
2023-01-09 01:00:00,0,0,32,0,32
2023-01-09 02:00:00,0,0,96,0,96
2023-01-09 03:00:00,196,0,41,0,237
2023-01-09 04:00:00,0,0,85,0,85
2023-01-09 05:00:00,167,1508,41,0,1716
2023-01-09 06:00:00,0,0,58,0,58
2023-01-09 07:00:00,0,0,0,0,0
2023-01-09 08:00:00,0,0,0,0,0
2023-01-09 09:00:00,0,1615,0,0,1615
2023-01-09 10:00:00,0,1628,0,0,1628
2023-01-09 11:00:00,0,0,0,0,0
2023-01-09 12:00:00,0,0,0,0,0
2023-01-09 13:00:00,152,0,0,0,152
2023-01-09 14:00:00,0,0,0,0,0
2023-01-09 15:00:00,174,0,0,0,174
2023-01-09 16:00:00,52,0,0,0,52
2023-01-09 17:00:00,97,0,0,1074,1171
2023-01-09 18:00:00,0,0,88,0,88
2023-01-09 19:00:00,199,0,98,0,297
2023-01-09 20:00:00,74,0,66,0,140
2023-01-09 21:00:00,0,0,66,0,66
2023-01-09 22:00:00,0,0,60,0,60
2023-01-09 23:00:00,56,0,35,0,91
2023-01-10 00:00:00,99,0,92,927,1118
2023-01-10 01:00:00,116,0,48,0,164
2023-01-10 02:00:00,138,0,70,0,208
2023-01-10 03:00:00,0,0,88,0,88
2023-01-10 04:00:00,0,0,68,0,68
2023-01-10 05:00:00,67,1887,63,0,2017
2023-01-10 06:00:00,187,0,60,896,1143
2023-01-10 07:00:00,98,0,0,0,98
2023-01-10 08:00:00,0,0,85,0,85
2023-01-10 09:00:00,105,0,0,1042,1147
2023-01-10 10:00:00,131,0,0,0,131
2023-01-10 11:00:00,0,0,0,0,0
2023-01-10 12:00:00,0,0,0,0,0
2023-01-10 13:00:00,141,0,0,0,141
2023-01-10 14:00:00,128,0,0,0,128
2023-01-10 15:00:00,109,0,0,0,109
2023-01-10 16:00:00,145,0,0,918,1063
2023-01-10 17:00:00,188,0,43,0,231
2023-01-10 18:00:00,78,0,31,824,933
2023-01-10 19:00:00,97,0,75,0,172
2023-01-10 20:00:00,189,0,39,0,228
2023-01-10 21:00:00,0,0,86,0,86
2023-01-10 22:00:00,0,0,73,0,73
2023-01-10 23:00:00,0,0,82,0,82
2023-01-11 00:00:00,103,0,37,0,140
2023-01-11 01:00:00,0,0,76,0,76
2023-01-11 02:00:00,107,0,57,1157,1321
2023-01-11 03:00:00,57,0,84,1003,1144
2023-01-11 04:00:00,112,0,33,1194,1339
2023-01-11 05:00:00,142,0,0,0,142
2023-01-11 06:00:00,0,0,79,0,79
2023-01-11 07:00:00,0,0,0,0,0
2023-01-11 08:00:00,0,0,0,0,0
2023-01-11 09:00:00,0,0,0,0,0
2023-01-11 10:00:00,184,0,0,0,184
2023-01-11 11:00:00,54,0,0,0,54
2023-01-11 12:00:00,155,0,0,0,155
2023-01-11 13:00:00,53,0,84,0,137
2023-01-11 14:00:00,102,0,0,0,102
2023-01-11 15:00:00,0,0,0,0,0
2023-01-11 16:00:00,183,0,0,0,183
2023-01-11 17:00:00,55,0,0,0,55
2023-01-11 18:00:00,74,0,67,0,141
2023-01-11 19:00:00,0,0,66,0,66
2023-01-11 20:00:00,71,0,25,0,96
2023-01-11 21:00:00,0,0,0,0,0
2023-01-11 22:00:00,68,2320,85,0,2473
2023-01-11 23:00:00,106,0,99,0,205
2023-01-12 00:00:00,88,0,85,0,173
2023-01-12 01:00:00,0,2048,75,0,2123
2023-01-12 02:00:00,173,0,20,0,193
2023-01-12 03:00:00,61,0,98,0,159
2023-01-12 04:00:00,74,0,32,0,106
2023-01-12 05:00:00,0,0,91,0,91
2023-01-12 06:00:00,161,0,69,0,230
2023-01-12 07:00:00,0,0,0,0,0
2023-01-12 08:00:00,61,0,0,0,61
2023-01-12 09:00:00,124,0,0,0,124
2023-01-12 10:00:00,149,0,0,0,149
2023-01-12 11:00:00,103,0,0,0,103
2023-01-12 12:00:00,111,0,66,987,1164
2023-01-12 13:00:00,0,0,0,0,0
2023-01-12 14:00:00,76,0,0,0,76
2023-01-12 15:00:00,133,1343,0,0,1476
2023-01-12 16:00:00,0,0,0,0,0
2023-01-12 17:00:00,179,0,0,0,179
2023-01-12 18:00:00,0,1880,0,0,1880
2023-01-12 19:00:00,64,0,58,0,122
2023-01-12 20:00:00,64,0,96,0,160
2023-01-12 21:00:00,93,0,33,830,956
2023-01-12 22:00:00,0,0,25,974,999
2023-01-12 23:00:00,66,0,0,0,66
2023-01-13 00:00:00,0,0,75,0,75
2023-01-13 01:00:00,0,0,99,0,99
2023-01-13 02:00:00,185,0,64,0,249
2023-01-13 03:00:00,70,0,28,1196,1294
2023-01-13 04:00:00,0,0,89,0,89
2023-01-13 05:00:00,60,0,0,0,60
2023-01-13 06:00:00,65,0,42,0,107
2023-01-13 07:00:00,0,0,0,0,0
2023-01-13 08:00:00,153,0,0,0,153
2023-01-13 09:00:00,0,0,0,0,0
2023-01-13 10:00:00,90,0,0,0,90
2023-01-13 11:00:00,179,0,0,0,179
2023-01-13 12:00:00,70,0,86,0,156
2023-01-13 13:00:00,70,1223,0,0,1293
2023-01-13 14:00:00,165,0,0,0,165
2023-01-13 15:00:00,124,0,0,906,1030
2023-01-13 16:00:00,0,0,0,0,0
2023-01-13 17:00:00,0,0,0,1058,1058
2023-01-13 18:00:00,0,0,93,0,93
2023-01-13 19:00:00,190,1134,0,0,1324
2023-01-13 20:00:00,59,0,32,850,941
2023-01-13 21:00:00,167,0,29,0,196
2023-01-13 22:00:00,0,0,0,0,0
2023-01-13 23:00:00,195,0,75,0,270
2023-01-14 00:00:00,0,0,26,0,26
2023-01-14 01:00:00,134,0,83,0,217
2023-01-14 02:00:00,0,0,38,0,38
2023-01-14 03:00:00,142,0,53,0,195
2023-01-14 04:00:00,86,0,66,986,1138
2023-01-14 05:00:00,152,0,32,0,184
2023-01-14 06:00:00,165,0,26,0,191
2023-01-14 07:00:00,0,0,0,0,0
2023-01-14 08:00:00,0,0,0,0,0
2023-01-14 09:00:00,0,0,0,0,0
2023-01-14 10:00:00,0,2346,0,0,2346
2023-01-14 11:00:00,112,0,0,0,112
2023-01-14 12:00:00,145,0,0,0,145
2023-01-14 13:00:00,153,0,0,0,153
2023-01-14 14:00:00,53,0,0,0,53
2023-01-14 15:00:00,0,0,0,0,0
2023-01-14 16:00:00,123,0,0,0,123
2023-01-14 17:00:00,0,1541,0,0,1541
2023-01-14 18:00:00,180,0,72,0,252
2023-01-14 19:00:00,102,1628,35,1154,2919
2023-01-14 20:00:00,146,0,44,0,190
2023-01-14 21:00:00,0,0,46,992,1038
2023-01-14 22:00:00,0,0,0,0,0
2023-01-14 23:00:00,98,0,89,0,187
2023-01-15 00:00:00,0,1418,27,0,1445
2023-01-15 01:00:00,0,0,59,1134,1193
2023-01-15 02:00:00,124,0,61,0,185
2023-01-15 03:00:00,146,0,46,1190,1382
2023-01-15 04:00:00,141,0,88,0,229
2023-01-15 05:00:00,142,0,25,0,167
2023-01-15 06:00:00,0,0,59,0,59
2023-01-15 07:00:00,66,0,0,915,981
2023-01-15 08:00:00,0,0,0,0,0
2023-01-15 09:00:00,0,0,0,0,0
2023-01-15 10:00:00,162,0,0,0,162
2023-01-15 11:00:00,140,0,0,0,140
2023-01-15 12:00:00,91,0,0,0,91
2023-01-15 13:00:00,133,2430,0,0,2563
2023-01-15 14:00:00,93,1371,0,0,1464
2023-01-15 15:00:00,130,0,0,0,130
2023-01-15 16:00:00,121,0,0,0,121
2023-01-15 17:00:00,70,0,0,0,70
2023-01-15 18:00:00,0,0,39,0,39
2023-01-15 19:00:00,0,0,66,0,66
2023-01-15 20:00:00,76,0,44,0,120
2023-01-15 21:00:00,0,0,73,0,73
2023-01-15 22:00:00,91,0,53,0,144
2023-01-15 23:00:00,132,0,51,0,183
2023-01-16 00:00:00,58,0,66,0,124
2023-01-16 01:00:00,79,0,28,0,107
2023-01-16 02:00:00,50,1649,92,0,1791
2023-01-16 03:00:00,0,1281,69,0,1350
2023-01-16 04:00:00,0,1914,29,0,1943
2023-01-16 05:00:00,0,0,27,0,27
2023-01-16 06:00:00,109,1633,83,894,2719
2023-01-16 07:00:00,135,0,0,0,135
2023-01-16 08:00:00,136,0,45,0,181
2023-01-16 09:00:00,152,0,0,0,152
2023-01-16 10:00:00,0,0,0,0,0
2023-01-16 11:00:00,186,0,0,1175,1361
2023-01-16 12:00:00,0,0,0,0,0
2023-01-16 13:00:00,0,0,0,0,0
2023-01-16 14:00:00,152,2411,0,0,2563
2023-01-16 15:00:00,132,0,0,0,132
2023-01-16 16:00:00,0,0,0,0,0
2023-01-16 17:00:00,176,0,0,0,176
2023-01-16 18:00:00,95,0,44,0,139
2023-01-16 19:00:00,0,0,71,0,71
2023-01-16 20:00:00,0,0,62,0,62
2023-01-16 21:00:00,67,0,88,0,155
2023-01-16 22:00:00,152,0,38,0,190
2023-01-16 23:00:00,79,0,77,0,156
2023-01-17 00:00:00,81,0,35,0,116
2023-01-17 01:00:00,0,0,62,0,62
2023-01-17 02:00:00,103,0,59,0,162
2023-01-17 03:00:00,181,0,46,862,1089
2023-01-17 04:00:00,124,0,31,0,155
2023-01-17 05:00:00,64,0,67,0,131
2023-01-17 06:00:00,155,0,59,0,214
2023-01-17 07:00:00,0,0,0,0,0
2023-01-17 08:00:00,0,0,0,0,0
2023-01-17 09:00:00,107,1517,0,0,1624
2023-01-17 10:00:00,55,0,0,0,55
2023-01-17 11:00:00,0,0,0,0,0
2023-01-17 12:00:00,83,0,0,0,83
2023-01-17 13:00:00,0,0,0,0,0
2023-01-17 14:00:00,143,0,0,0,143
2023-01-17 15:00:00,0,0,0,0,0
2023-01-17 16:00:00,56,0,0,0,56
2023-01-17 17:00:00,66,0,0,0,66
2023-01-17 18:00:00,147,0,70,0,217
2023-01-17 19:00:00,0,0,20,0,20
2023-01-17 20:00:00,122,0,45,0,167
2023-01-17 21:00:00,0,0,38,0,38
2023-01-17 22:00:00,92,0,69,0,161
2023-01-17 23:00:00,134,0,71,0,205
2023-01-18 00:00:00,53,0,50,0,103
2023-01-18 01:00:00,118,0,64,0,182
2023-01-18 02:00:00,0,0,30,0,30
2023-01-18 03:00:00,57,0,39,0,96
2023-01-18 04:00:00,0,0,88,886,974
2023-01-18 05:00:00,132,0,90,0,222
2023-01-18 06:00:00,89,0,0,0,89
2023-01-18 07:00:00,167,0,0,0,167
2023-01-18 08:00:00,55,0,0,0,55
2023-01-18 09:00:00,0,0,0,0,0
2023-01-18 10:00:00,195,0,0,0,195
2023-01-18 11:00:00,175,0,0,846,1021
2023-01-18 12:00:00,106,0,94,0,200
2023-01-18 13:00:00,0,0,0,0,0
2023-01-18 14:00:00,195,1954,0,0,2149
2023-01-18 15:00:00,145,0,0,0,145
2023-01-18 16:00:00,77,0,0,0,77
2023-01-18 17:00:00,135,2266,0,0,2401
2023-01-18 18:00:00,70,0,26,0,96
2023-01-18 19:00:00,191,0,92,1010,1293
2023-01-18 20:00:00,0,0,0,0,0
2023-01-18 21:00:00,124,0,0,0,124
2023-01-18 22:00:00,99,0,0,0,99
2023-01-18 23:00:00,86,0,50,0,136
2023-01-19 00:00:00,0,1193,41,0,1234
2023-01-19 01:00:00,0,0,55,0,55
2023-01-19 02:00:00,108,0,43,0,151
2023-01-19 03:00:00,105,0,97,0,202
2023-01-19 04:00:00,126,0,77,0,203
2023-01-19 05:00:00,91,0,0,0,91
2023-01-19 06:00:00,0,0,28,0,28
2023-01-19 07:00:00,190,0,0,0,190
2023-01-19 08:00:00,80,0,0,0,80
2023-01-19 09:00:00,171,0,0,0,171
2023-01-19 10:00:00,82,0,0,0,82
2023-01-19 11:00:00,0,0,0,0,0
2023-01-19 12:00:00,0,0,0,0,0
2023-01-19 13:00:00,97,0,0,0,97
2023-01-19 14:00:00,151,0,0,0,151
2023-01-19 15:00:00,108,0,0,0,108
2023-01-19 16:00:00,0,0,0,822,822
2023-01-19 17:00:00,82,0,0,0,82
2023-01-19 18:00:00,83,0,0,0,83
2023-01-19 19:00:00,184,0,58,0,242
2023-01-19 20:00:00,142,0,89,1157,1388
2023-01-19 21:00:00,125,0,92,0,217
2023-01-19 22:00:00,98,0,0,0,98
2023-01-19 23:00:00,102,0,99,0,201
2023-01-20 00:00:00,55,0,91,913,1059
2023-01-20 01:00:00,166,0,99,0,265
2023-01-20 02:00:00,153,0,60,0,213
2023-01-20 03:00:00,0,0,60,0,60
2023-01-20 04:00:00,171,0,59,0,230
2023-01-20 05:00:00,157,0,75,0,232
2023-01-20 06:00:00,0,0,32,0,32
2023-01-20 07:00:00,188,0,0,0,188
2023-01-20 08:00:00,57,0,0,0,57
2023-01-20 09:00:00,0,0,28,0,28
2023-01-20 10:00:00,195,0,0,0,195
2023-01-20 11:00:00,138,2123,0,0,2261
2023-01-20 12:00:00,74,0,0,0,74
2023-01-20 13:00:00,0,0,0,952,952
2023-01-20 14:00:00,155,0,0,0,155
2023-01-20 15:00:00,0,0,0,0,0
2023-01-20 16:00:00,0,0,0,0,0
2023-01-20 17:00:00,101,0,0,0,101
2023-01-20 18:00:00,0,0,88,971,1059
2023-01-20 19:00:00,86,0,42,0,128
2023-01-20 20:00:00,0,0,38,0,38
2023-01-20 21:00:00,99,1856,30,0,1985
2023-01-20 22:00:00,153,0,72,0,225
2023-01-20 23:00:00,58,0,87,0,145
2023-01-21 00:00:00,0,0,62,0,62
2023-01-21 01:00:00,102,0,68,0,170
2023-01-21 02:00:00,142,0,90,0,232
2023-01-21 03:00:00,123,0,34,0,157
2023-01-21 04:00:00,156,0,0,0,156
2023-01-21 05:00:00,152,0,67,0,219
2023-01-21 06:00:00,113,0,0,0,113
2023-01-21 07:00:00,139,0,0,0,139
2023-01-21 08:00:00,52,0,0,0,52
2023-01-21 09:00:00,139,0,0,0,139
2023-01-21 10:00:00,85,0,0,0,85
2023-01-21 11:00:00,68,0,0,0,68
2023-01-21 12:00:00,0,0,0,0,0
2023-01-21 13:00:00,129,0,0,0,129
2023-01-21 14:00:00,0,0,0,1179,1179
2023-01-21 15:00:00,0,0,0,0,0
2023-01-21 16:00:00,51,1412,0,0,1463
2023-01-21 17:00:00,119,0,0,0,119
2023-01-21 18:00:00,0,0,86,0,86
2023-01-21 19:00:00,0,0,76,0,76
2023-01-21 20:00:00,160,0,70,0,230
2023-01-21 21:00:00,169,0,88,0,257
2023-01-21 22:00:00,115,0,33,0,148
2023-01-21 23:00:00,0,0,79,0,79
2023-01-22 00:00:00,118,0,84,0,202
2023-01-22 01:00:00,0,0,28,0,28
2023-01-22 02:00:00,66,0,22,0,88
2023-01-22 03:00:00,160,0,51,0,211
2023-01-22 04:00:00,70,0,39,813,922
2023-01-22 05:00:00,112,0,75,1098,1285
2023-01-22 06:00:00,0,0,87,0,87
2023-01-22 07:00:00,99,0,23,0,122
2023-01-22 08:00:00,0,0,0,0,0
2023-01-22 09:00:00,55,0,0,0,55
2023-01-22 10:00:00,73,0,0,0,73
2023-01-22 11:00:00,195,0,0,0,195
2023-01-22 12:00:00,74,0,0,1094,1168
2023-01-22 13:00:00,0,0,0,0,0
2023-01-22 14:00:00,185,1184,0,0,1369
2023-01-22 15:00:00,105,0,0,0,105
2023-01-22 16:00:00,0,2075,0,0,2075
2023-01-22 17:00:00,60,0,0,0,60
2023-01-22 18:00:00,79,0,68,0,147
2023-01-22 19:00:00,111,0,95,0,206
2023-01-22 20:00:00,84,0,87,0,171
2023-01-22 21:00:00,187,0,54,0,241
2023-01-22 22:00:00,0,0,55,0,55
2023-01-22 23:00:00,58,0,25,0,83
2023-01-23 00:00:00,91,0,65,0,156
2023-01-23 01:00:00,186,0,97,0,283
2023-01-23 02:00:00,64,1236,68,0,1368
2023-01-23 03:00:00,95,0,59,1128,1282
2023-01-23 04:00:00,101,0,37,0,138
2023-01-23 05:00:00,67,0,45,0,112
2023-01-23 06:00:00,0,1792,85,0,1877
2023-01-23 07:00:00,142,0,0,838,980
2023-01-23 08:00:00,139,0,0,0,139
2023-01-23 09:00:00,76,0,0,0,76
2023-01-23 10:00:00,72,0,22,0,94
2023-01-23 11:00:00,80,0,0,877,957
2023-01-23 12:00:00,0,2240,0,0,2240
2023-01-23 13:00:00,0,0,0,0,0
2023-01-23 14:00:00,192,0,0,0,192
2023-01-23 15:00:00,57,0,0,0,57
2023-01-23 16:00:00,174,0,0,0,174
2023-01-23 17:00:00,0,0,61,0,61
2023-01-23 18:00:00,0,0,43,1164,1207
2023-01-23 19:00:00,193,0,74,0,267
2023-01-23 20:00:00,0,0,0,0,0
2023-01-23 21:00:00,177,0,27,0,204
2023-01-23 22:00:00,0,0,74,0,74
2023-01-23 23:00:00,183,0,38,0,221
2023-01-24 00:00:00,0,0,72,0,72
2023-01-24 01:00:00,115,0,29,0,144
2023-01-24 02:00:00,0,0,76,0,76
2023-01-24 03:00:00,196,0,52,0,248
2023-01-24 04:00:00,183,0,88,0,271
2023-01-24 05:00:00,0,1258,89,0,1347
2023-01-24 06:00:00,95,0,87,0,182
2023-01-24 07:00:00,191,0,0,1066,1257
2023-01-24 08:00:00,198,0,0,0,198
2023-01-24 09:00:00,55,0,0,0,55
2023-01-24 10:00:00,0,1776,0,0,1776
2023-01-24 11:00:00,52,0,0,0,52
2023-01-24 12:00:00,83,0,0,0,83
2023-01-24 13:00:00,189,0,0,0,189
2023-01-24 14:00:00,108,0,0,884,992
2023-01-24 15:00:00,146,0,0,0,146
2023-01-24 16:00:00,0,0,0,0,0
2023-01-24 17:00:00,0,0,0,0,0
2023-01-24 18:00:00,0,0,42,0,42
2023-01-24 19:00:00,175,0,40,970,1185
2023-01-24 20:00:00,196,0,78,0,274
2023-01-24 21:00:00,0,0,71,0,71
2023-01-24 22:00:00,0,0,56,0,56
2023-01-24 23:00:00,167,0,0,0,167
2023-01-25 00:00:00,0,0,24,0,24
2023-01-25 01:00:00,0,0,25,0,25
2023-01-25 02:00:00,185,0,80,0,265
2023-01-25 03:00:00,133,0,28,0,161
2023-01-25 04:00:00,78,0,35,0,113
2023-01-25 05:00:00,125,0,42,0,167
2023-01-25 06:00:00,0,0,37,0,37
2023-01-25 07:00:00,104,0,0,1042,1146
2023-01-25 08:00:00,118,0,0,0,118
2023-01-25 09:00:00,0,0,0,0,0
2023-01-25 10:00:00,180,0,0,0,180
2023-01-25 11:00:00,192,0,0,0,192
2023-01-25 12:00:00,141,0,0,0,141
2023-01-25 13:00:00,170,0,0,0,170
2023-01-25 14:00:00,0,0,0,0,0
2023-01-25 15:00:00,179,0,0,0,179
2023-01-25 16:00:00,183,0,0,0,183
2023-01-25 17:00:00,79,0,0,0,79
2023-01-25 18:00:00,159,0,52,0,211
2023-01-25 19:00:00,156,2229,86,0,2471
2023-01-25 20:00:00,196,0,51,0,247
2023-01-25 21:00:00,85,0,43,0,128
